"filename", "language", "Verilog", "comment", "blank", "total"
"c:\Users\Dell 7080\Desktop\Coding\MCPU\o3cpu\src\ID_RN.v", "Verilog", 86, 0, 4, 90
"c:\Users\Dell 7080\Desktop\Coding\MCPU\o3cpu\src\mcpu.v", "Verilog", -1, 0, -2, -3
"Total", "-", 85, 0, 2, 87
